"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ANKRD20A12P",4.68545368428134e-113,1.50825199281894,0.565,0.151,1.10970285058519e-108
"ATP6V0C",9.68049252131364e-113,1.55642968187115,0.914,0.506,2.29272784874792e-108
"CTSO",1.72118632011936e-112,0.841656382095281,0.589,0.16,4.07645768057068e-108
"CDK2",5.54168917710545e-112,1.20689523921627,0.756,0.264,1.31249366470565e-107
"SQSTM1",2.11977118909272e-111,1.4289998592767,0.964,0.576,5.0204660842472e-107
"CNIH4",3.04092298869617e-111,1.32908631234877,0.842,0.34,7.202122006428e-107
"MYO1E",3.20370496611129e-111,1.35875510479366,0.633,0.192,7.58765484173798e-107
"RCN1",4.39107536828327e-111,1.66527513024319,0.788,0.308,1.03998229022421e-106
"ITGB8",4.54679138839305e-111,1.84647601682037,0.762,0.397,1.07686207242701e-106
"SVIP",7.72197242053246e-111,0.769752348629999,0.709,0.235,1.82887194807891e-106
"VGLL4",1.30671668319299e-110,1.48650272080387,0.735,0.272,3.09482779247429e-106
"PIR",1.9885796356218e-110,1.24602033038652,0.621,0.17,4.70975200900668e-106
"PRKCDBP",2.03585146043685e-109,0.9594332471171,0.597,0.155,4.82171059889863e-105
"SLC44A3",2.84508459325826e-109,4.11043445471574,0.261,0.028,6.73829835067287e-105
"ERC1",3.3263641748219e-109,1.89106478207204,0.774,0.386,7.87816091164818e-105
"CTNND1",3.5129549030594e-109,1.40105932097058,0.796,0.303,8.32008239240588e-105
"PGRMC1",5.70164902127065e-109,1.25341291188901,0.679,0.217,1.35037855419774e-104
"EGR3",6.01598342923212e-109,2.15784081931166,0.491,0.116,1.42482551537934e-104
"FARP2",6.52929380692557e-109,1.72926725326175,0.661,0.218,1.54639794523225e-104
"SLC25A4",7.19492478606025e-109,2.01366326077795,0.778,0.37,1.70404598633051e-104
"CAV2",1.69974265974367e-108,2.19531724977096,0.868,0.676,4.02567051533691e-104
"LDLRAD3",2.45959590599719e-108,1.73431057805918,0.571,0.152,5.82530694376374e-104
"MBP",2.49429366803137e-108,1.69208165682961,0.88,0.422,5.90748512336548e-104
"RGS20",2.51619385952434e-108,3.07138010188858,0.463,0.109,5.95935353689744e-104
"LOC100506714",6.28086849448035e-108,2.18477142785811,0.419,0.087,1.48756089423273e-103
"WASL",8.24515111694065e-108,1.16168680920864,0.754,0.28,1.95278159053622e-103
"LMF1",1.30503069319536e-107,1.2490778417085,0.641,0.202,3.0908346937639e-103
"ARHGAP31",1.6521645944296e-107,2.23974001570753,0.673,0.265,3.91298662544706e-103
"PTPN13",1.77381392524535e-107,1.57002118676741,0.519,0.135,4.20110090055109e-103
"SLC19A2",4.30796111305762e-107,1.82636432617672,0.627,0.193,1.02029751001657e-102
"CHCHD6",5.43895649216366e-107,0.926478211922066,0.699,0.207,1.28816245560404e-102
"RASGRF1",1.62700157207258e-106,2.91520776385903,0.251,0.026,3.8533905232967e-102
"AVPI1",2.39420856794514e-106,2.421205832411,0.525,0.14,5.67044357232128e-102
"NEU1",6.17770418722323e-106,1.5308935626155,0.764,0.287,1.46312745970195e-101
"LY96",6.23589980515527e-106,1.35473425705701,0.583,0.165,1.47691050985297e-101
"PMM1",8.78631551169147e-106,1.47405825050023,0.643,0.205,2.08095096578901e-101
"VIM",1.70873895141335e-105,1.04585480542321,1,0.796,4.04697733252738e-101
"WBP2",2.1379949856767e-105,1.22889135130815,0.912,0.475,5.06362732407669e-101
"MRPL40",2.4693843538939e-105,1.34182145795628,0.743,0.268,5.84848990376231e-101
"ATRAID",2.57181358401654e-105,1.07480984285584,0.902,0.42,6.09108329238477e-101
"NDUFC1",3.69665783046398e-105,1.22725131794982,0.88,0.389,8.75516440567088e-101
"C2",3.83857165701293e-105,1.95756570746724,0.407,0.083,9.09127311246943e-101
"PRKAB2",3.90319534308003e-105,1.53335800438798,0.559,0.158,9.24432785055074e-101
"C17orf89",6.34215698497387e-105,1.4576131692882,0.733,0.268,1.50207646032121e-100
"DUSP23",6.70914614634434e-105,1.42414469866636,0.719,0.255,1.58899417330019e-100
"MEIS2",8.30268655455091e-105,2.86176390720089,0.371,0.066,1.96640828357984e-100
"DST",1.04247325595168e-104,1.27717117108635,0.745,0.267,2.46899365939595e-100
"PLK2",6.43775104943172e-104,1.44509755091264,0.649,0.201,1.52471695854741e-99
"ZNF462",1.71381939566289e-103,2.36008602211774,0.501,0.13,4.05900985668798e-99
"CTNNAL1",2.71670229716869e-103,1.72330179757844,0.551,0.155,6.43423772061432e-99
"CREB5",3.34397983013335e-103,1.65130196329766,0.517,0.143,7.91988182968783e-99
"TMX4",3.44227679826669e-103,1.21559957611269,0.806,0.337,8.15268836901482e-99
"NQO2",3.6745740613214e-103,1.70572451231059,0.571,0.168,8.70286120683359e-99
"SLC3A2",1.20919738181078e-102,1.24620872623272,0.936,0.485,2.86386307908065e-98
"WSB1",1.62297020990292e-102,1.36960648696732,0.97,0.79,3.84384264513408e-98
"WBP5",1.91791448401579e-102,1.5483079423885,0.605,0.175,4.542388663943e-98
"IFI35",7.70084087007434e-102,1.38881299865082,0.717,0.266,1.82386715166841e-97
"HEXB",9.01855866182083e-102,1.40898888541939,0.842,0.367,2.13595543346565e-97
"AGPAT1",9.20669879326998e-102,0.951599359448962,0.745,0.273,2.18051454219806e-97
"NGFRAP1",2.53850265164377e-101,1.06181618868794,0.778,0.281,6.01218968015311e-97
"RTP4",3.82231707176084e-101,1.04796779918367,0.465,0.106,9.05277575275837e-97
"EFHD1",4.44895833553711e-101,2.26848584076154,0.267,0.032,1.05369129218861e-96
"HPS5",5.79320053219163e-101,1.55058351004544,0.743,0.334,1.37206161404427e-96
"UPP1",5.9351330860123e-101,1.33385289091631,0.741,0.271,1.40567692009115e-96
"GPR137B",7.87002799113873e-101,1.79059060112689,0.637,0.214,1.8639374294213e-96
"FADS3",8.49689619699009e-101,1.77579304284667,0.453,0.107,2.01240489529513e-96
"KLF4",2.74670992522647e-100,2.1166039174709,0.507,0.139,6.50530778690638e-96
"MORN2",2.42497886650643e-99,2.49204560110614,0.481,0.126,5.74331994743382e-95
"RPS27L",2.97154371601663e-99,1.29552537585654,0.942,0.538,7.03780413701378e-95
"FLJ27354",3.58637830621322e-99,1.7307243599264,0.287,0.039,8.49397838043539e-95
"DDIT3",4.65361443995543e-99,1.80590225836642,0.713,0.286,1.10216204395904e-94
"HIST2H4A",5.81634416878879e-99,2.6049314391802,0.431,0.099,1.37754295293594e-94
"HIST2H4B",5.81634416878879e-99,2.6049314391802,0.431,0.099,1.37754295293594e-94
"VPS25",5.83215432946064e-99,1.31466313071781,0.754,0.29,1.38128743138946e-94
"RHBDF1",3.63447723843166e-98,3.14795003738545,0.397,0.085,8.60789589150155e-94
"IRS2",3.96324057167354e-98,1.47352755937148,0.591,0.186,9.38653896995162e-94
"DTYMK",5.2189516623093e-98,1.49247214062267,0.605,0.194,1.23605651170133e-93
"TMEM258",6.17702230506825e-98,1.21236603618104,0.938,0.511,1.46296596273236e-93
"NLGN1",1.47853614906884e-97,2.61529930662443,0.435,0.099,3.50176501545464e-93
"AFAP1L2",1.91298777648757e-97,1.33942075996237,0.535,0.151,4.53072024983316e-93
"PIGF",1.93963166227217e-97,1.36193492252829,0.647,0.229,4.5938236289254e-93
"PTCHD3P1",2.08298807245766e-97,1.86747177088098,0.507,0.141,4.93334895080872e-93
"NDRG1",2.34410333668923e-97,1.21889201706261,0.647,0.216,5.55177434261477e-93
"PIGP",2.98538104695696e-97,1.34225161570865,0.573,0.179,7.07057647161285e-93
"CLIC4",8.21343897849911e-97,0.94676235511526,0.762,0.273,1.94527088766773e-92
"GPM6B",1.24230089161026e-96,0.781505210410239,0.699,0.234,2.94226543168974e-92
"LOXL3",1.34313015539048e-96,1.85351833131497,0.499,0.128,3.18106946002681e-92
"JAM3",2.03998623218603e-96,2.11905917966074,0.441,0.107,4.8315033923094e-92
"BCAP29",2.06335407362258e-96,0.665598067810754,0.766,0.285,4.88684778796772e-92
"ATP6V1B2",2.07651396050633e-96,1.09526067393413,0.848,0.358,4.91801566406319e-92
"TOM1L1",3.37665949052887e-96,3.06076463488116,0.443,0.113,7.99728033736858e-92
"CYB5R3",3.45661815334914e-96,1.14711436992237,0.95,0.787,8.1866544343921e-92
"GSTZ1",5.6866845697774e-96,2.55977922420657,0.381,0.078,1.34683437350608e-91
"PTPRK",6.80408039024092e-96,1.73699249030058,0.491,0.132,1.61147839962466e-91
"ABHD12",1.13205924001258e-95,1.29838354994629,0.583,0.179,2.6811691040458e-91
"TMEM30A",2.91315967910569e-95,0.725324512070524,0.866,0.409,6.89952738399392e-91
"GABARAPL11",3.94009181754682e-95,1.11105078575442,0.683,0.254,9.33171346067789e-91
"HDDC2",7.08795459715875e-95,0.774697833303871,0.721,0.269,1.67871116679108e-90
"BIN3",1.02424063184627e-94,1.52539020815658,0.657,0.237,2.4258115124647e-90
"TCEAL4",1.6660917619213e-94,1.27840968545784,0.721,0.27,3.94597172893441e-90
"CDKN1A",1.93045161950548e-94,1.22237224975051,0.609,0.201,4.57208161563677e-90
"DLC1",1.94589198573077e-94,1.45052014253326,0.583,0.18,4.60865057900476e-90
"PRKAR1A",2.15526675248149e-94,1.14199111912101,0.976,0.628,5.10453377657716e-90
"DDB1",2.76867125830268e-94,1.15533411558753,0.878,0.426,6.55732100816406e-90
"ACSL1",3.31936311300876e-94,0.888608451140118,0.605,0.197,7.86157959684995e-90
"ABCB9",3.92991855325404e-94,3.58324156688105,0.311,0.053,9.30761910152687e-90
"STX71",5.80021807187219e-94,0.975603137247354,0.808,0.347,1.37372364814221e-89
"CDK2AP1",7.13693955006894e-94,1.84973308495347,0.597,0.195,1.69031276303833e-89
"ATL1",7.67550470629446e-94,2.64505112531771,0.283,0.041,1.81786653463878e-89
"PHACTR1",1.06058049541808e-93,1.2397167431287,0.541,0.154,2.51187884534818e-89
"PLS3",2.43023643249319e-93,1.06182630925028,0.653,0.212,5.75577196671688e-89
"FDFT1",2.86293761125213e-93,0.856157714916644,0.93,0.441,6.78058143848954e-89
"HIST1H2AC",2.96238235315731e-93,1.15783327487435,0.629,0.211,7.01610636521778e-89
"TUBB2B",1.17464894651023e-92,1.74688833232448,0.515,0.157,2.78203856491482e-88
"DUSP14",1.65574913396905e-92,1.75934883243827,0.497,0.138,3.9214762488923e-88
"LAMA4",1.85742276666395e-92,1.60361873402267,0.715,0.354,4.39912008056689e-88
"ITGA10",2.4108085927837e-92,1.9185606473073,0.413,0.091,5.70975907114891e-88
"HSPA4L",3.1298015019548e-92,3.82936384058706,0.295,0.048,7.41262187722974e-88
"TSPAN6",3.64383906491275e-92,2.3360503606881,0.493,0.145,8.63006844133935e-88
"PTGR1",4.16588946199423e-92,2.47847156870227,0.471,0.128,9.86649260178713e-88
"TRIM47",6.9676679388787e-92,1.72722584531848,0.411,0.095,1.65022247464403e-87
"LGMN",9.67860707398427e-92,1.40190001589751,0.808,0.601,2.29228129940243e-87
"SLC2A13",2.14891259130444e-91,2.01563832629936,0.375,0.078,5.08948458124544e-87
"MME",2.9926427257848e-91,1.93748291928231,0.317,0.055,7.08777503174872e-87
"KIAA1549L",4.45556616666904e-91,3.180860505433,0.371,0.078,1.0552562909139e-86
"FAM86DP",5.50639239895247e-91,1.81549670592165,0.459,0.12,1.3041339757679e-86
"RASAL2",1.14286162361188e-90,2.67077670646411,0.431,0.108,2.70675346936238e-86
"PRR26",1.35100548967656e-90,2.7379827992562,0.377,0.08,3.19972140174996e-86
"LIF",1.39807577869473e-90,4.46692832805538,0.311,0.055,3.31120267426059e-86
"SPTBN1",1.44011601963118e-90,0.872017800217358,0.932,0.501,3.41077078089449e-86
"FBXO7",1.4476747024418e-90,0.870841749739002,0.91,0.444,3.42867276526316e-86
"POLR2L",2.06619961779809e-90,1.32059436009649,0.904,0.483,4.89358717479299e-86
"INPP5F1",4.5631162144148e-90,0.819179585203513,0.782,0.38,1.080728444222e-85
"ST5",4.58870398510413e-90,1.55297925417379,0.541,0.159,1.08678865183206e-85
"FAM27A",5.34157005623123e-90,2.43208842919599,0.443,0.116,1.26509745211781e-85
"FMN1",3.78481398263311e-89,1.5528038963778,0.89,0.658,8.96395343646825e-85
"PYURF",5.68732776707437e-89,1.0844383442683,0.89,0.417,1.34698670835389e-84
"PIGY",5.68732776707437e-89,1.0844383442683,0.89,0.417,1.34698670835389e-84
"SPCS1",6.29298056207929e-89,1.0161111549252,0.96,0.552,1.49042951632286e-84
"TMEM219",7.84169263570017e-89,1.07451636141217,0.838,0.384,1.85722648383923e-84
"KIF3C",8.07520660933816e-89,2.56543800175825,0.377,0.084,1.91253193335565e-84
"CHL1",8.1841246537454e-89,1.54073140412646,0.493,0.134,1.93832808299306e-84
"ASRGL1",9.09711250122214e-89,2.46318620762446,0.397,0.094,2.15456012478945e-84
"NNMT",1.4838673586429e-88,0.754598278901716,0.479,0.12,3.51439145220983e-84
"DNAJA4",1.60040463444689e-88,1.5421128567611,0.565,0.19,3.79039833622402e-84
"PLAG1",1.74491342493774e-88,1.26364688255931,0.391,0.089,4.13265295562254e-84
"AGPAT2",2.18713446322263e-88,1.67521605287727,0.529,0.163,5.18000926269648e-84
"KIF13B",2.19149320435694e-88,1.17873763396965,0.615,0.218,5.19033250519897e-84
"SLC35B2",2.36138209633429e-88,0.728864269853614,0.762,0.301,5.59269735695814e-84
"ARL1",2.76678972672359e-88,0.755772618716412,0.719,0.277,6.55286478877215e-84
"MGST3",4.07195941854915e-88,1.16520344086782,0.89,0.533,9.64402868689181e-84
"CSGALNACT1",4.40037267447711e-88,0.852607087774932,0.599,0.198,1.04218426422316e-83
"IGSF11",6.97225698215609e-88,1.99582785373264,0.561,0.191,1.65130934365385e-83
"IL17RC",8.25555150140131e-88,2.85034309824125,0.445,0.118,1.95524481759189e-83
"ITGB5",9.2788591916233e-88,2.76168392519658,0.405,0.098,2.19760501094406e-83
"SEPW1",1.39675986120151e-87,0.968430398582822,0.932,0.499,3.30808605526965e-83
"PYGL",1.58975172074662e-87,1.39456750807392,0.533,0.157,3.7651679754163e-83
"HOXB7",2.31884741417058e-87,2.31622975653423,0.441,0.117,5.49195821572159e-83
"LINC00518",2.71475962872311e-87,2.29647728953402,0.431,0.111,6.4296367046678e-83
"GANAB",4.09087155857135e-87,1.40308733949451,0.926,0.55,9.68882019932037e-83
"GIT11",4.52190260153162e-87,0.846147790056734,0.615,0.212,1.07096741214675e-82
"FOS",4.72624049160669e-87,1.49294109543435,0.966,0.732,1.11936279803213e-82
"KCNN4",7.39589868245765e-87,0.960739027690489,0.541,0.165,1.75164464395327e-82
"ARHGAP181",1.16467436051343e-86,0.719214060501118,0.653,0.248,2.75841475544002e-82
"PDE4DIP",1.9739638619927e-86,0.621787548784139,0.896,0.46,4.67513601074351e-82
"ALCAM",3.04617591491662e-86,0.680154555581564,0.495,0.139,7.21456303688853e-82
"ABHD4",3.41171738950828e-86,1.06342522099952,0.507,0.148,8.0803114653114e-82
"FOXD3",4.51446660518137e-86,3.75313074476477,0.251,0.036,1.06920627077116e-81
"SKP1",4.74522039135447e-86,1.0174444414246,0.986,0.756,1.12385799748839e-81
"CLDN12",4.76386271902117e-86,2.1398700937819,0.499,0.15,1.12827324637297e-81
"IFNGR2",5.26012882317712e-86,0.760184205118428,0.82,0.363,1.24580891048127e-81
"TEKT4P2",1.22440332991681e-85,0.635386245900439,0.745,0.312,2.89987684657498e-81
"TMEM99",1.89986573135148e-85,1.24455265969353,0.427,0.11,4.49964199813285e-81
"LAMA1",2.81889876726182e-85,2.78518066487727,0.341,0.069,6.67627984038289e-81
"HSBP1",3.50299441245552e-85,0.64473499686382,0.884,0.389,8.29649196645966e-81
"SPR",4.01082229259175e-85,2.18750231842158,0.441,0.118,9.49923151777431e-81
"C1orf21",4.93675275450403e-85,1.22420822989884,0.621,0.211,1.16922052237674e-80
"TMEM14A",5.03849270705013e-85,0.740772123587988,0.625,0.219,1.19331661273775e-80
"CEACAM1",7.35800572299865e-85,1.68553893609106,0.505,0.153,1.742670075435e-80
"CRNDE",7.54351399774901e-85,2.35504456926155,0.455,0.125,1.78660585522687e-80
"LTBR",1.02107318249111e-84,1.03972107909092,0.691,0.241,2.41830972541194e-80
"WDR19",1.105425937306e-84,1.97833983698663,0.413,0.106,2.61809078991553e-80
"MAP3K11",1.26243804372318e-84,1.48812977830945,0.687,0.277,2.98995826275398e-80
"FAM46A",1.51475411339199e-84,1.29500807897115,0.533,0.168,3.58754364215759e-80
"SLC39A6",3.01624177637483e-84,0.87469512863096,0.739,0.298,7.14366702316614e-80
"ARF3",3.40675035523254e-84,1.09155779474716,0.768,0.358,8.06854754133276e-80
"SLC16A3",3.86293565744533e-84,1.13278242546911,0.521,0.158,9.14897681109351e-80
"EZH1",9.29357210067794e-84,0.641347673186763,0.675,0.258,2.20108961632456e-79
"ZNF608",1.4266081120021e-83,1.92574563051202,0.395,0.095,3.37877865246576e-79
"CD276",1.48112879297992e-83,2.06266266036591,0.517,0.159,3.50790543329364e-79
"KLHL211",1.48869010300383e-83,1.30050029668203,0.585,0.203,3.52581363995427e-79
"PHPT1",2.70100930649997e-83,0.63154767938208,0.816,0.369,6.39707044151453e-79
"MAGEA2B",4.07086212585426e-83,2.94397351693198,0.335,0.069,9.64142985887322e-79
"FNTB",4.8816234480497e-83,2.70365898528645,0.377,0.09,1.15616369743609e-78
"NEO1",7.6530844347337e-83,2.34708502399848,0.389,0.094,1.81255651752233e-78
"COMT",8.10847790526464e-83,1.00998631472085,0.794,0.341,1.92041190708288e-78
"DCBLD2",9.12167473047184e-83,1.32563281899849,0.547,0.171,2.16037744316495e-78
"FAXC",1.10391197481626e-82,2.43621673618121,0.261,0.039,2.61450512115483e-78
"BCAP31",1.5066862197895e-82,1.06524523752816,0.928,0.515,3.56843564294944e-78
"MANBAL",1.50957024920039e-82,1.54691478802434,0.547,0.184,3.57526617820621e-78
"RSPH3",3.22237462560687e-82,1.81948036451741,0.309,0.058,7.6318720632873e-78
"ARF5",3.43861751908784e-82,0.905971697181213,0.918,0.496,8.14402173220764e-78
"CSAG2",3.57502670809355e-82,3.47424754358597,0.289,0.051,8.46709325544876e-78
"COPS7A",4.58485271879125e-82,0.954768777456295,0.715,0.294,1.08587651791852e-77
"C5orf4",4.61420828147781e-82,2.37829974210681,0.369,0.084,1.09282908938521e-77
"TYRO3",4.80030073198677e-82,2.88647816215669,0.387,0.098,1.13690322536375e-77
"OARD1",5.06077115463783e-82,1.18877231243656,0.533,0.172,1.19859304026442e-77
"TSKU",7.48049828804143e-82,2.51837488645275,0.371,0.086,1.77168121453973e-77
"OSTM1",9.56667530027392e-82,1.00803237403754,0.832,0.519,2.26577137811688e-77
"ANXA2",1.48610991375478e-81,0.720445743453682,0.98,0.536,3.51970271973683e-77
"KIAA1217",1.52546863403185e-81,2.00554379738598,0.355,0.078,3.61291991284103e-77
"C8orf40",2.13541468644096e-81,0.909815939475822,0.605,0.213,5.05751614336677e-77
"LOC150381",2.21759340716159e-81,1.55276544954414,0.377,0.089,5.25214822552151e-77
"PTPLAD1",3.0657247449893e-81,1.06200710789151,0.778,0.408,7.26086248603266e-77
"CCDC88A1",3.15962811204139e-81,1.1178761439302,0.671,0.27,7.48326322055882e-77
"CXXC5",3.27492750084191e-81,1.31865762861089,0.507,0.158,7.75633829299397e-77
"CSAG4",5.87840520383865e-81,3.80672545862748,0.261,0.042,1.39224148847714e-76
"GPRC5A",6.0468703363944e-81,2.97485662176885,0.349,0.079,1.43214077047165e-76
"RAB40B",6.50223815959793e-81,2.17224820827515,0.331,0.069,1.53999008571917e-76
"CTNNB1",6.55491182346179e-81,0.854172045804245,0.968,0.707,1.55246531626869e-76
"TBC1D16",9.50723754062862e-81,1.78245459047743,0.571,0.199,2.25169413912248e-76
"ST13",1.87052923067296e-80,1.10453648386969,0.954,0.6,4.43016142992585e-76
"USP53",2.54702980785844e-80,1.83247000273532,0.569,0.208,6.03238539693193e-76
"DGCR6",3.61401482340452e-80,2.5317722327651,0.363,0.087,8.55943270775125e-76
"ALDOA",4.34521295928059e-80,1.1403057272009,0.994,0.835,1.02912023727601e-75
"SERPINE1",5.52429310498446e-80,1.41303343903359,0.459,0.149,1.30837357898452e-75
"ADM",5.62384623003844e-80,1.31547809796295,0.397,0.098,1.3319517411223e-75
"FGF1",8.48459911964724e-80,2.86607745286702,0.259,0.041,2.00949245549725e-75
"PLXNC1",8.5657704208011e-80,1.35297898149216,0.585,0.209,2.02871706646253e-75
"RNF157",9.93719925995885e-80,2.52908712127353,0.778,0.56,2.35352627272865e-75
"CBR1",1.31912988487853e-79,0.856402173682355,0.711,0.27,3.12422721934632e-75
"TMEM208",1.37495678564532e-79,1.13128592340422,0.655,0.26,3.25644765112237e-75
"PCGF2",1.67218596510291e-79,2.80764523767093,0.335,0.072,3.96040523974974e-75
"SLC6A8",2.41147292458093e-79,2.31551311913351,0.399,0.103,5.71133247457748e-75
"ABTB2",4.35988290130418e-79,2.13638034275633,0.421,0.114,1.03259466634488e-74
"DYNLL1",5.88359356155982e-79,0.914583717995754,0.918,0.48,1.39347029911983e-74
"ATP6V1D",5.93481853049054e-79,0.769894402188664,0.657,0.253,1.40560242076138e-74
"ITGAV",8.68401119194193e-79,1.55431403875028,0.559,0.2,2.05672121069953e-74
"MPDZ",9.39927299276391e-79,2.44633735555416,0.449,0.129,2.22612381560621e-74
"MRPS33",9.92713462359613e-79,0.88747165205456,0.691,0.271,2.35114256425251e-74
"DAAM1",1.16422347251315e-78,0.79839381929455,0.559,0.195,2.75734687230015e-74
"PRDX6",1.39409526640578e-78,0.781799874669397,0.934,0.479,3.30177522895546e-74
"FGFRL1",2.03445850925164e-78,2.92536223065451,0.263,0.043,4.81841153331158e-74
"TNFRSF21",4.50215197615217e-78,1.84343681925742,0.467,0.141,1.06628967403188e-73
"NT5C3B",4.5865359274601e-78,1.81772108139526,0.457,0.136,1.08627516905965e-73
"PAX3",5.61789450542184e-78,1.28739149961904,0.537,0.174,1.33054213466411e-73
"PRDX4",9.84132189926655e-78,0.658680691551901,0.764,0.306,2.33081867862229e-73
"SSFA2",1.91690043917525e-77,0.989580036192786,0.649,0.249,4.53998700014267e-73
"MTRNR2L4",2.7277080326576e-77,0.899892812714185,0.972,0.945,6.46030370454626e-73
"ZNF664",3.33127538127441e-77,0.753277129862593,0.643,0.248,7.88979261301032e-73
